"fibreID"	"sampleID"	"Channel"	"Value"	"sbjType"	"obsID"	"trueValue"	"deficientStatus"	"validationSet"	"meanPosteriorDeficientProb"	"varPosteriorDeficientProb"	"frequentistClassification"
1	"C01"	"VDAC"	1.67872703638062	"control"	"C01_1"	1.67872703638062	0	1	NA	NA	NA
1	"C01"	"NDUFB8"	1.15088125456735	"control"	"C01_1"	1.62268313924991	0	1	NA	NA	NA
2	"C01"	"VDAC"	0.731107942615787	"control"	"C01_2"	0.731107942615787	0	0	NA	NA	NA
2	"C01"	"NDUFB8"	0.317881433766382	"control"	"C01_2"	0.731107942615787	0	0	NA	NA	NA
3	"C01"	"VDAC"	1.6460025816157	"control"	"C01_3"	1.6460025816157	0	0	NA	NA	NA
3	"C01"	"NDUFB8"	1.13078952885196	"control"	"C01_3"	1.91387537775202	0	0	NA	NA	NA
4	"C01"	"VDAC"	1.0784677225175	"control"	"C01_4"	1.0784677225175	0	1	NA	NA	NA
4	"C01"	"NDUFB8"	0.539468957737296	"control"	"C01_4"	1.18324667382191	0	1	NA	NA	NA
5	"C01"	"VDAC"	0.762929629648445	"control"	"C01_5"	0.762929629648445	0	0	NA	NA	NA
5	"C01"	"NDUFB8"	0.508910542888189	"control"	"C01_5"	0.776102158224815	0	0	NA	NA	NA
6	"C01"	"VDAC"	0.989541193613748	"control"	"C01_6"	0.989541193613748	0	0	NA	NA	NA
6	"C01"	"NDUFB8"	0.458451587131473	"control"	"C01_6"	1.00704509514262	0	0	NA	NA	NA
7	"C01"	"VDAC"	0.563368137344235	"control"	"C01_7"	0.563368137344235	0	0	NA	NA	NA
7	"C01"	"NDUFB8"	0.131189782056604	"control"	"C01_7"	0.460916412777159	0	0	NA	NA	NA
8	"C01"	"VDAC"	0.998752769192794	"control"	"C01_8"	0.998752769192794	0	0	NA	NA	NA
8	"C01"	"NDUFB8"	0.473785434968995	"control"	"C01_8"	1.21371245368038	0	0	NA	NA	NA
9	"C01"	"VDAC"	1.08964361878145	"control"	"C01_9"	1.08964361878145	0	0	NA	NA	NA
9	"C01"	"NDUFB8"	0.520035356021658	"control"	"C01_9"	1.12214278593877	0	0	NA	NA	NA
10	"C01"	"VDAC"	0.822080864024548	"control"	"C01_10"	0.822080864024548	0	0	NA	NA	NA
10	"C01"	"NDUFB8"	0.388697332729283	"control"	"C01_10"	0.912614257115381	0	0	NA	NA	NA
11	"C01"	"VDAC"	0.866447381598884	"control"	"C01_11"	0.866447381598884	0	0	NA	NA	NA
11	"C01"	"NDUFB8"	0.291069667089112	"control"	"C01_11"	0.812321617546162	0	0	NA	NA	NA
12	"C01"	"VDAC"	1.01160091167848	"control"	"C01_12"	1.01160091167848	0	0	NA	NA	NA
12	"C01"	"NDUFB8"	0.604427862057571	"control"	"C01_12"	1.14573021161171	0	0	NA	NA	NA
13	"C01"	"VDAC"	1.06733098940665	"control"	"C01_13"	1.06733098940665	0	0	NA	NA	NA
13	"C01"	"NDUFB8"	0.58040318050876	"control"	"C01_13"	1.06170773179281	0	0	NA	NA	NA
14	"C01"	"VDAC"	1.11506740950731	"control"	"C01_14"	1.11506740950731	0	1	NA	NA	NA
14	"C01"	"NDUFB8"	0.709773098928293	"control"	"C01_14"	1.04437746485331	0	1	NA	NA	NA
15	"C01"	"VDAC"	0.842766814973108	"control"	"C01_15"	0.842766814973108	0	1	NA	NA	NA
15	"C01"	"NDUFB8"	0.472450682643625	"control"	"C01_15"	0.834558834455928	0	1	NA	NA	NA
16	"C01"	"VDAC"	1.16245093807759	"control"	"C01_16"	1.16245093807759	0	0	NA	NA	NA
16	"C01"	"NDUFB8"	0.488018214511032	"control"	"C01_16"	1.21362753961385	0	0	NA	NA	NA
17	"C01"	"VDAC"	1.08898139547597	"control"	"C01_17"	1.08898139547597	0	1	NA	NA	NA
17	"C01"	"NDUFB8"	0.304797901909578	"control"	"C01_17"	1.29345715928336	0	1	NA	NA	NA
18	"C01"	"VDAC"	0.938717767689825	"control"	"C01_18"	0.938717767689825	0	0	NA	NA	NA
