"fibreID"	"sampleID"	"Channel"	"Value"	"sbjType"	"obsID"	"trueValue"	"deficientStatus"	"validationSet"
1	"C01"	"VDAC"	1.67872703638062	"control"	"C01_1"	1.67872703638062	0	1
1	"C01"	"MTCO1"	3.16254474152199	"control"	"C01_1"	2.60585925999469	0	1
2	"C01"	"VDAC"	0.731107942615787	"control"	"C01_2"	0.731107942615787	0	1
2	"C01"	"MTCO1"	1.42897335026121	"control"	"C01_2"	1.62244814907611	0	1
3	"C01"	"VDAC"	1.6460025816157	"control"	"C01_3"	1.6460025816157	0	0
3	"C01"	"MTCO1"	2.93233985286994	"control"	"C01_3"	2.75388032390667	0	0
4	"C01"	"VDAC"	1.0784677225175	"control"	"C01_4"	1.0784677225175	0	0
4	"C01"	"MTCO1"	1.89963932269218	"control"	"C01_4"	2.06165610924988	0	0
5	"C01"	"VDAC"	0.762929629648445	"control"	"C01_5"	0.762929629648445	0	0
5	"C01"	"MTCO1"	1.58431317573567	"control"	"C01_5"	1.60278073149557	0	0
6	"C01"	"VDAC"	0.989541193613748	"control"	"C01_6"	0.989541193613748	0	0
6	"C01"	"MTCO1"	1.64232126626449	"control"	"C01_6"	1.84094638007994	0	0
7	"C01"	"VDAC"	0.563368137344235	"control"	"C01_7"	0.563368137344235	0	1
7	"C01"	"MTCO1"	1.35342401150503	"control"	"C01_7"	1.1643836021049	0	1
8	"C01"	"VDAC"	0.998752769192794	"control"	"C01_8"	0.998752769192794	0	0
8	"C01"	"MTCO1"	1.78549140489	"control"	"C01_8"	2.2586554378196	0	0
9	"C01"	"VDAC"	1.08964361878145	"control"	"C01_9"	1.08964361878145	0	0
9	"C01"	"MTCO1"	1.59345712339988	"control"	"C01_9"	2.17920607180122	0	0
10	"C01"	"VDAC"	0.822080864024548	"control"	"C01_10"	0.822080864024548	0	0
10	"C01"	"MTCO1"	1.72653471979223	"control"	"C01_10"	1.71139815836147	0	0
11	"C01"	"VDAC"	0.866447381598884	"control"	"C01_11"	0.866447381598884	0	1
11	"C01"	"MTCO1"	1.63185306376743	"control"	"C01_11"	1.60843490338866	0	1
12	"C01"	"VDAC"	1.01160091167848	"control"	"C01_12"	1.01160091167848	0	0
