"fibreID"	"sampleID"	"Channel"	"Value"	"sbjType"	"obsID"	"trueValue"	"deficientStatus"	"validationSet"
1	"C01"	"VDAC"	1.67872703638062	"control"	"C01_1"	1.67872703638062	0	0
1	"C01"	"CYB"	1.82876129909946	"control"	"C01_1"	1.42291707474886	0	0
2	"C01"	"VDAC"	0.731107942615787	"control"	"C01_2"	0.731107942615787	0	0
2	"C01"	"CYB"	0.598972049848124	"control"	"C01_2"	0.818835395786434	0	0
3	"C01"	"VDAC"	1.6460025816157	"control"	"C01_3"	1.6460025816157	0	0
3	"C01"	"CYB"	1.68042723097089	"control"	"C01_3"	1.51095027611731	0	0
4	"C01"	"VDAC"	1.0784677225175	"control"	"C01_4"	1.0784677225175	0	0
4	"C01"	"CYB"	1.38060071653155	"control"	"C01_4"	0.98881014133002	0	0
5	"C01"	"VDAC"	0.762929629648445	"control"	"C01_5"	0.762929629648445	0	0
5	"C01"	"CYB"	0.780727564222334	"control"	"C01_5"	0.768439285351807	0	0
6	"C01"	"VDAC"	0.989541193613748	"control"	"C01_6"	0.989541193613748	0	0
6	"C01"	"CYB"	1.24518584618328	"control"	"C01_6"	0.839409687538197	0	0
7	"C01"	"VDAC"	0.563368137344235	"control"	"C01_7"	0.563368137344235	0	0
7	"C01"	"CYB"	0.631165238929893	"control"	"C01_7"	0.525195564235714	0	0
8	"C01"	"VDAC"	0.998752769192794	"control"	"C01_8"	0.998752769192794	0	0
8	"C01"	"CYB"	1.03364129979449	"control"	"C01_8"	1.21875660039068	0	0
9	"C01"	"VDAC"	1.08964361878145	"control"	"C01_9"	1.08964361878145	0	1
9	"C01"	"CYB"	0.71759841223999	"control"	"C01_9"	1.10306663897008	0	1
10	"C01"	"VDAC"	0.822080864024548	"control"	"C01_10"	0.822080864024548	0	0
10	"C01"	"CYB"	0.86240544716221	"control"	"C01_10"	0.805820343023075	0	0
11	"C01"	"VDAC"	0.866447381598884	"control"	"C01_11"	0.866447381598884	0	0
11	"C01"	"CYB"	0.955994195388467	"control"	"C01_11"	0.764476501621569	0	0
12	"C01"	"VDAC"	1.01160091167848	"control"	"C01_12"	1.01160091167848	0	1
12	"C01"	"CYB"	1.00240402212616	"control"	"C01_12"	0.907480102015009	0	1
13	"C01"	"VDAC"	1.06733098940665	"control"	"C01_13"	1.06733098940665	0	1
13	"C01"	"CYB"	1.18806739915046	"control"	"C01_13"	0.846521161263087	0	1
14	"C01"	"VDAC"	1.11506740950731	"control"	"C01_14"	1.11506740950731	0	0
14	"C01"	"CYB"	1.09720583354616	"control"	"C01_14"	0.857587340087821	0	0
15	"C01"	"VDAC"	0.842766814973108	"control"	"C01_15"	0.842766814973108	0	0
15	"C01"	"CYB"	0.925931180293785	"control"	"C01_15"	0.792476888951965	0	0
16	"C01"	"VDAC"	1.16245093807759	"control"	"C01_16"	1.16245093807759	0	0
16	"C01"	"CYB"	1.32674678347422	"control"	"C01_16"	1.06187604891991	0	0
17	"C01"	"VDAC"	1.08898139547597	"control"	"C01_17"	1.08898139547597	0	0
17	"C01"	"CYB"	1.18559606294932	"control"	"C01_17"	0.877862037375278	0	0
18	"C01"	"VDAC"	0.938717767689825	"control"	"C01_18"	0.938717767689825	0	0
18	"C01"	"CYB"	0.998016450271387	"control"	"C01_18"	0.765228062697104	0	0
19	"C01"	"VDAC"	0.721699082358016	"control"	"C01_19"	0.721699082358016	0	1
19	"C01"	"CYB"	0.818750973284069	"control"	"C01_19"	0.595547797027032	0	1
20	"C01"	"VDAC"	0.671598844310178	"control"	"C01_20"	0.671598844310178	0	1
20	"C01"	"CYB"	0.800322214588656	"control"	"C01_20"	0.82885643230174	0	1
21	"C01"	"VDAC"	1.10172271095207	"control"	"C01_21"	1.10172271095207	0	0
21	"C01"	"CYB"	1.02950399016842	"control"	"C01_21"	1.03428143023381	0	0
22	"C01"	"VDAC"	0.724267089368457	"control"	"C01_22"	0.724267089368457	0	1
22	"C01"	"CYB"	0.623117496737255	"control"	"C01_22"	0.705995323054816	0	1
23	"C01"	"VDAC"	1.11896182814526	"control"	"C01_23"	1.11896182814526	0	0
23	"C01"	"CYB"	1.11814465816311	"control"	"C01_23"	0.857316729485632	0	0
24	"C01"	"VDAC"	0.669132304416835	"control"	"C01_24"	0.669132304416835	0	0
24	"C01"	"CYB"	0.823741947233427	"control"	"C01_24"	0.509468771658367	0	0
25	"C01"	"VDAC"	0.774208218174886	"control"	"C01_25"	0.774208218174886	0	0
25	"C01"	"CYB"	0.760425608746439	"control"	"C01_25"	0.575571076929153	0	0
26	"C01"	"VDAC"	1.06796365396485	"control"	"C01_26"	1.06796365396485	0	1
26	"C01"	"CYB"	1.13055190777309	"control"	"C01_26"	0.885912696352645	0	1
27	"C01"	"VDAC"	1.04056490687203	"control"	"C01_27"	1.04056490687203	0	0
27	"C01"	"CYB"	1.04238495983736	"control"	"C01_27"	1.19456311291292	0	0
28	"C01"	"VDAC"	0.941179493421184	"control"	"C01_28"	0.941179493421184	0	0
28	"C01"	"CYB"	1.11785817540585	"control"	"C01_28"	0.942224971765252	0	0
29	"C01"	"VDAC"	0.89235052430612	"control"	"C01_29"	0.89235052430612	0	0
29	"C01"	"CYB"	0.861610479684568	"control"	"C01_29"	0.527460684321284	0	0
30	"C01"	"VDAC"	0.809136493791027	"control"	"C01_30"	0.809136493791027	0	0
30	"C01"	"CYB"	0.598946930831145	"control"	"C01_30"	0.683015381792471	0	0
31	"C01"	"VDAC"	0.766601628927795	"control"	"C01_31"	0.766601628927795	0	0
31	"C01"	"CYB"	0.736986821039795	"control"	"C01_31"	0.693147180559945	0	0
32	"C01"	"VDAC"	0.828643424723796	"control"	"C01_32"	0.828643424723796	0	0
32	"C01"	"CYB"	0.809449257989173	"control"	"C01_32"	0.687888623552524	0	0
33	"C01"	"VDAC"	1.12743272712406	"control"	"C01_33"	1.12743272712406	0	0
33	"C01"	"CYB"	1.01622536075363	"control"	"C01_33"	1.29256188341383	0	0
34	"C01"	"VDAC"	1.03286091107297	"control"	"C01_34"	1.03286091107297	0	0
34	"C01"	"CYB"	1.07225334777464	"control"	"C01_34"	1.09405647201048	0	0
35	"C01"	"VDAC"	1.08120162045552	"control"	"C01_35"	1.08120162045552	0	0
35	"C01"	"CYB"	1.15999306811088	"control"	"C01_35"	0.845909934949856	0	0
36	"C01"	"VDAC"	1.14224722459644	"control"	"C01_36"	1.14224722459644	0	0
36	"C01"	"CYB"	1.00498840867865	"control"	"C01_36"	0.783965854545819	0	0
37	"C01"	"VDAC"	1.09630281889459	"control"	"C01_37"	1.09630281889459	0	0
37	"C01"	"CYB"	0.890667021464473	"control"	"C01_37"	1.09282858257214	0	0
38	"C01"	"VDAC"	0.781572651414062	"control"	"C01_38"	0.781572651414062	0	0
38	"C01"	"CYB"	0.712615011455028	"control"	"C01_38"	0.730188452185749	0	0
39	"C01"	"VDAC"	0.994933859361335	"control"	"C01_39"	0.994933859361335	0	0
39	"C01"	"CYB"	0.809399540952216	"control"	"C01_39"	0.897941593391144	0	0
40	"C01"	"VDAC"	1.10701569956491	"control"	"C01_40"	1.10701569956491	0	1
40	"C01"	"CYB"	1.27057707380268	"control"	"C01_40"	1.12772037284667	0	1
41	"C01"	"VDAC"	1.04655592672732	"control"	"C01_41"	1.04655592672732	0	1
41	"C01"	"CYB"	1.07495744876977	"control"	"C01_41"	0.924948794444856	0	1
42	"C01"	"VDAC"	0.841892441828426	"control"	"C01_42"	0.841892441828426	0	0
42	"C01"	"CYB"	0.869960358732158	"control"	"C01_42"	0.934982864760382	0	0
43	"C01"	"VDAC"	0.964278907107843	"control"	"C01_43"	0.964278907107843	0	1
43	"C01"	"CYB"	1.01014974313443	"control"	"C01_43"	0.919652079410417	0	1
44	"C01"	"VDAC"	0.659767958308565	"control"	"C01_44"	0.659767958308565	0	0
44	"C01"	"CYB"	0.57726294930171	"control"	"C01_44"	0.519875459394017	0	0
45	"C01"	"VDAC"	1.05999745241435	"control"	"C01_45"	1.05999745241435	0	0
45	"C01"	"CYB"	0.835818655100029	"control"	"C01_45"	1.00746011914523	0	0
46	"C01"	"VDAC"	0.918256012644187	"control"	"C01_46"	0.918256012644187	0	0
46	"C01"	"CYB"	0.913773868505937	"control"	"C01_46"	0.933840743543591	0	0
47	"C01"	"VDAC"	0.589804829259969	"control"	"C01_47"	0.589804829259969	0	1
47	"C01"	"CYB"	0.517084061965548	"control"	"C01_47"	0.494696241836107	0	1
48	"C01"	"VDAC"	0.941292033985745	"control"	"C01_48"	0.941292033985745	0	1
48	"C01"	"CYB"	1.02975387800269	"control"	"C01_48"	0.88151581768706	0	1
49	"C01"	"VDAC"	1.08859073017831	"control"	"C01_49"	1.08859073017831	0	0
49	"C01"	"CYB"	1.27306223857239	"control"	"C01_49"	1.05642421426325	0	0
50	"C01"	"VDAC"	0.597456700150512	"control"	"C01_50"	0.597456700150512	0	0
50	"C01"	"CYB"	0.520240118325679	"control"	"C01_50"	0.330479301231798	0	0
51	"C01"	"VDAC"	1.10024494216377	"control"	"C01_51"	1.10024494216377	0	0
51	"C01"	"CYB"	0.984810103039906	"control"	"C01_51"	1.05178098897031	0	0
52	"C01"	"VDAC"	0.979626606872681	"control"	"C01_52"	0.979626606872681	0	0
52	"C01"	"CYB"	1.09031933680356	"control"	"C01_52"	0.746961333337407	0	0
53	"C01"	"VDAC"	1.03835309732383	"control"	"C01_53"	1.03835309732383	0	0
53	"C01"	"CYB"	1.01500152742217	"control"	"C01_53"	1.20791240230905	0	0
54	"C01"	"VDAC"	0.79382384680112	"control"	"C01_54"	0.79382384680112	0	0
54	"C01"	"CYB"	0.738225372989407	"control"	"C01_54"	0.766698700601474	0	0
55	"C01"	"VDAC"	1.23168737274139	"control"	"C01_55"	1.23168737274139	0	0
55	"C01"	"CYB"	1.24961622930965	"control"	"C01_55"	0.966123105516475	0	0
56	"C01"	"VDAC"	1.26566637320307	"control"	"C01_56"	1.26566637320307	0	0
56	"C01"	"CYB"	1.29646853031232	"control"	"C01_56"	1.05784768451488	0	0
57	"C01"	"VDAC"	0.883855456138584	"control"	"C01_57"	0.883855456138584	0	1
57	"C01"	"CYB"	0.621886459176398	"control"	"C01_57"	0.810930216216329	0	1
58	"C01"	"VDAC"	1.06784062997011	"control"	"C01_58"	1.06784062997011	0	0
58	"C01"	"CYB"	1.08282617211316	"control"	"C01_58"	0.939788702969328	0	0
59	"C01"	"VDAC"	0.8754687373539	"control"	"C01_59"	0.8754687373539	0	1
59	"C01"	"CYB"	0.977264415406045	"control"	"C01_59"	0.598313077862929	0	1
60	"C01"	"VDAC"	1.61728108994669	"control"	"C01_60"	1.61728108994669	0	1
60	"C01"	"CYB"	1.84303392304151	"control"	"C01_60"	1.14100784768611	0	1
61	"C01"	"VDAC"	0.759955850147022	"control"	"C01_61"	0.759955850147022	0	0
61	"C01"	"CYB"	0.888610093230355	"control"	"C01_61"	0.601829021776154	0	0
62	"C01"	"VDAC"	1.01729893289642	"control"	"C01_62"	1.01729893289642	0	0
62	"C01"	"CYB"	1.18186486424575	"control"	"C01_62"	1.06273834966651	0	0
63	"C01"	"VDAC"	0.693147180559945	"control"	"C01_63"	0.693147180559945	0	1
63	"C01"	"CYB"	0.878100304947095	"control"	"C01_63"	0.586422408060134	0	1
64	"C01"	"VDAC"	0.732004983157618	"control"	"C01_64"	0.732004983157618	0	0
64	"C01"	"CYB"	0.712425144132483	"control"	"C01_64"	0.646806843162903	0	0
65	"C01"	"VDAC"	1.06128104230766	"control"	"C01_65"	1.06128104230766	0	0
65	"C01"	"CYB"	0.918297639113554	"control"	"C01_65"	1.20397280422594	0	0
66	"C01"	"VDAC"	0.644652830733136	"control"	"C01_66"	0.644652830733136	0	1
66	"C01"	"CYB"	0.378384990066913	"control"	"C01_66"	0.716540060082628	0	1
67	"C01"	"VDAC"	0.723793092654263	"control"	"C01_67"	0.723793092654263	0	0
67	"C01"	"CYB"	0.801946415343513	"control"	"C01_67"	0.560208380317869	0	0
68	"C01"	"VDAC"	0.703919277631142	"control"	"C01_68"	0.703919277631142	0	0
