"fibreID"	"sampleID"	"Channel"	"Value"	"sbjType"	"obsID"	"trueValue"	"deficientStatus"	"validationSet"
1	"C01"	"VDAC"	1.67872703638062	"control"	"C01_1"	1.67872703638062	0	1
1	"C01"	"MTCO1"	2.44390619510291	"control"	"C01_1"	2.60585925999469	0	1
2	"C01"	"VDAC"	0.731107942615787	"control"	"C01_2"	0.731107942615787	0	0
2	"C01"	"MTCO1"	0.850408795703539	"control"	"C01_2"	1.62244814907611	0	0
3	"C01"	"VDAC"	1.6460025816157	"control"	"C01_3"	1.6460025816157	0	1
3	"C01"	"MTCO1"	2.47882217514939	"control"	"C01_3"	2.75388032390667	0	1
4	"C01"	"VDAC"	1.0784677225175	"control"	"C01_4"	1.0784677225175	0	0
4	"C01"	"MTCO1"	1.51701166010194	"control"	"C01_4"	2.06165610924988	0	0
5	"C01"	"VDAC"	0.762929629648445	"control"	"C01_5"	0.762929629648445	0	0
5	"C01"	"MTCO1"	1.03908861684896	"control"	"C01_5"	1.60278073149557	0	0
6	"C01"	"VDAC"	0.989541193613748	"control"	"C01_6"	0.989541193613748	0	0
6	"C01"	"MTCO1"	1.34672687761354	"control"	"C01_6"	1.84094638007994	0	0
7	"C01"	"VDAC"	0.563368137344235	"control"	"C01_7"	0.563368137344235	0	0
7	"C01"	"MTCO1"	0.593181806394856	"control"	"C01_7"	1.1643836021049	0	0
8	"C01"	"VDAC"	0.998752769192794	"control"	"C01_8"	0.998752769192794	0	0
8	"C01"	"MTCO1"	1.48766627455046	"control"	"C01_8"	2.2586554378196	0	0
9	"C01"	"VDAC"	1.08964361878145	"control"	"C01_9"	1.08964361878145	0	0
9	"C01"	"MTCO1"	1.3677517869689	"control"	"C01_9"	2.17920607180122	0	0
10	"C01"	"VDAC"	0.822080864024548	"control"	"C01_10"	0.822080864024548	0	1
10	"C01"	"MTCO1"	0.936035331487944	"control"	"C01_10"	1.71139815836147	0	1
11	"C01"	"VDAC"	0.866447381598884	"control"	"C01_11"	0.866447381598884	0	0
11	"C01"	"MTCO1"	1.06695101650125	"control"	"C01_11"	1.60843490338866	0	0
12	"C01"	"VDAC"	1.01160091167848	"control"	"C01_12"	1.01160091167848	0	0
12	"C01"	"MTCO1"	1.72162788404759	"control"	"C01_12"	1.9743246610628	0	0
13	"C01"	"VDAC"	1.06733098940665	"control"	"C01_13"	1.06733098940665	0	0
13	"C01"	"MTCO1"	1.2728806197493	"control"	"C01_13"	1.83171152017711	0	0
14	"C01"	"VDAC"	1.11506740950731	"control"	"C01_14"	1.11506740950731	0	0
14	"C01"	"MTCO1"	1.49439620971211	"control"	"C01_14"	1.97458366495567	0	0
15	"C01"	"VDAC"	0.842766814973108	"control"	"C01_15"	0.842766814973108	0	0
15	"C01"	"MTCO1"	1.71802889586473	"control"	"C01_15"	1.72750220240145	0	0
16	"C01"	"VDAC"	1.16245093807759	"control"	"C01_16"	1.16245093807759	0	0
16	"C01"	"MTCO1"	1.40671224307818	"control"	"C01_16"	2.12903095993204	0	0
17	"C01"	"VDAC"	1.08898139547597	"control"	"C01_17"	1.08898139547597	0	0
17	"C01"	"MTCO1"	1.38669678763692	"control"	"C01_17"	2.21690886843705	0	0
18	"C01"	"VDAC"	0.938717767689825	"control"	"C01_18"	0.938717767689825	0	0
18	"C01"	"MTCO1"	1.22466875131832	"control"	"C01_18"	1.68007890946903	0	0
19	"C01"	"VDAC"	0.721699082358016	"control"	"C01_19"	0.721699082358016	0	0
19	"C01"	"MTCO1"	0.927205798920595	"control"	"C01_19"	1.50068411231519	0	0
20	"C01"	"VDAC"	0.671598844310178	"control"	"C01_20"	0.671598844310178	0	1
20	"C01"	"MTCO1"	0.760102641547313	"control"	"C01_20"	1.58590741497629	0	1
21	"C01"	"VDAC"	1.10172271095207	"control"	"C01_21"	1.10172271095207	0	0
21	"C01"	"MTCO1"	1.655034137716	"control"	"C01_21"	2.07710235929973	0	0
22	"C01"	"VDAC"	0.724267089368457	"control"	"C01_22"	0.724267089368457	0	0
22	"C01"	"MTCO1"	0.984772172366834	"control"	"C01_22"	1.5379789484964	0	0
23	"C01"	"VDAC"	1.11896182814526	"control"	"C01_23"	1.11896182814526	0	0
23	"C01"	"MTCO1"	1.7610619993938	"control"	"C01_23"	1.92234968321988	0	0
24	"C01"	"VDAC"	0.669132304416835	"control"	"C01_24"	0.669132304416835	0	0
24	"C01"	"MTCO1"	1.10106173354737	"control"	"C01_24"	1.15464012015914	0	0
25	"C01"	"VDAC"	0.774208218174886	"control"	"C01_25"	0.774208218174886	0	0
25	"C01"	"MTCO1"	1.06143603862183	"control"	"C01_25"	1.38297760852214	0	0
