"fibreID"	"sampleID"	"Channel"	"Value"	"sbjType"	"obsID"	"trueValue"	"deficientStatus"	"validationSet"
1	"C01"	"VDAC"	6.51809055457094	"control"	"C01_1"	1.67872703638062	0	0
1	"C01"	"CYB"	7.39910908728961	"control"	"C01_1"	1.42291707474886	0	0
2	"C01"	"VDAC"	5.09666191392368	"control"	"C01_2"	0.731107942615787	0	1
2	"C01"	"CYB"	5.94683706908033	"control"	"C01_2"	0.818835395786434	0	1
3	"C01"	"VDAC"	6.46900387242355	"control"	"C01_3"	1.6460025816157	0	0
3	"C01"	"CYB"	7.32884854703822	"control"	"C01_3"	1.51095027611731	0	0
4	"C01"	"VDAC"	5.61770158377625	"control"	"C01_4"	1.0784677225175	0	1
4	"C01"	"CYB"	6.74991441450579	"control"	"C01_4"	0.98881014133002	0	1
5	"C01"	"VDAC"	5.14439444447267	"control"	"C01_5"	0.762929629648445	0	0
5	"C01"	"CYB"	6.24761991020459	"control"	"C01_5"	0.768439285351807	0	0
6	"C01"	"VDAC"	5.48431179042062	"control"	"C01_6"	0.989541193613748	0	0
6	"C01"	"CYB"	6.36812823450794	"control"	"C01_6"	0.839409687538197	0	0
7	"C01"	"VDAC"	4.84505220601635	"control"	"C01_7"	0.563368137344235	0	0
7	"C01"	"CYB"	5.83792618503867	"control"	"C01_7"	0.525195564235714	0	0
8	"C01"	"VDAC"	5.49812915378919	"control"	"C01_8"	0.998752769192794	0	0
8	"C01"	"CYB"	6.6572327736551	"control"	"C01_8"	1.21875660039068	0	0
9	"C01"	"VDAC"	5.63446542817217	"control"	"C01_9"	1.08964361878145	0	0
9	"C01"	"CYB"	6.28408928747105	"control"	"C01_9"	1.10306663897008	0	0
10	"C01"	"VDAC"	5.23312129603682	"control"	"C01_10"	0.822080864024548	0	0
10	"C01"	"CYB"	6.74843539591069	"control"	"C01_10"	0.805820343023075	0	0
11	"C01"	"VDAC"	5.29967107239833	"control"	"C01_11"	0.866447381598884	0	1
11	"C01"	"CYB"	5.73697893506505	"control"	"C01_11"	0.764476501621569	0	1
12	"C01"	"VDAC"	5.51740136751772	"control"	"C01_12"	1.01160091167848	0	0
12	"C01"	"CYB"	6.33082507524681	"control"	"C01_12"	0.907480102015009	0	0
13	"C01"	"VDAC"	5.60099648410997	"control"	"C01_13"	1.06733098940665	0	0
13	"C01"	"CYB"	6.45198223607173	"control"	"C01_13"	0.846521161263087	0	0
14	"C01"	"VDAC"	5.67260111426097	"control"	"C01_14"	1.11506740950731	0	0
14	"C01"	"CYB"	6.39757817248646	"control"	"C01_14"	0.857587340087821	0	0
15	"C01"	"VDAC"	5.26415022245966	"control"	"C01_15"	0.842766814973108	0	0
15	"C01"	"CYB"	5.79477180466566	"control"	"C01_15"	0.792476888951965	0	0
16	"C01"	"VDAC"	5.74367640711638	"control"	"C01_16"	1.16245093807759	0	1
16	"C01"	"CYB"	6.64852154459864	"control"	"C01_16"	1.06187604891991	0	1
17	"C01"	"VDAC"	5.63347209321395	"control"	"C01_17"	1.08898139547597	0	0
17	"C01"	"CYB"	6.74550172904644	"control"	"C01_17"	0.877862037375278	0	0
18	"C01"	"VDAC"	5.40807665153474	"control"	"C01_18"	0.938717767689825	0	1
18	"C01"	"CYB"	6.33588274444636	"control"	"C01_18"	0.765228062697104	0	1
19	"C01"	"VDAC"	5.08254862353702	"control"	"C01_19"	0.721699082358016	0	0
19	"C01"	"CYB"	5.74390611074435	"control"	"C01_19"	0.595547797027032	0	0
20	"C01"	"VDAC"	5.00739826646527	"control"	"C01_20"	0.671598844310178	0	0
20	"C01"	"CYB"	6.26000320594344	"control"	"C01_20"	0.82885643230174	0	0
21	"C01"	"VDAC"	5.6525840664281	"control"	"C01_21"	1.10172271095207	0	0
21	"C01"	"CYB"	6.60842469564577	"control"	"C01_21"	1.03428143023381	0	0
22	"C01"	"VDAC"	5.08640063405269	"control"	"C01_22"	0.724267089368457	0	1
22	"C01"	"CYB"	6.40182347007443	"control"	"C01_22"	0.705995323054816	0	1
23	"C01"	"VDAC"	5.67844274221789	"control"	"C01_23"	1.11896182814526	0	0
23	"C01"	"CYB"	7.20584008490966	"control"	"C01_23"	0.857316729485632	0	0
24	"C01"	"VDAC"	5.00369845662525	"control"	"C01_24"	0.669132304416835	0	1
24	"C01"	"CYB"	6.025490313548	"control"	"C01_24"	0.509468771658367	0	1
25	"C01"	"VDAC"	5.16131232726233	"control"	"C01_25"	0.774208218174886	0	0
25	"C01"	"CYB"	5.84665299248858	"control"	"C01_25"	0.575571076929153	0	0
26	"C01"	"VDAC"	5.60194548094727	"control"	"C01_26"	1.06796365396485	0	0
26	"C01"	"CYB"	6.51453440267353	"control"	"C01_26"	0.885912696352645	0	0
27	"C01"	"VDAC"	5.56084736030805	"control"	"C01_27"	1.04056490687203	0	0
27	"C01"	"CYB"	6.47628841949855	"control"	"C01_27"	1.19456311291292	0	0
28	"C01"	"VDAC"	5.41176924013178	"control"	"C01_28"	0.941179493421184	0	0
28	"C01"	"CYB"	5.98282154110858	"control"	"C01_28"	0.942224971765252	0	0
29	"C01"	"VDAC"	5.33852578645918	"control"	"C01_29"	0.89235052430612	0	0
29	"C01"	"CYB"	6.09393977513857	"control"	"C01_29"	0.527460684321284	0	0
30	"C01"	"VDAC"	5.21370474068654	"control"	"C01_30"	0.809136493791027	0	1
30	"C01"	"CYB"	5.86334183929043	"control"	"C01_30"	0.683015381792471	0	1
31	"C01"	"VDAC"	5.14990244339169	"control"	"C01_31"	0.766601628927795	0	0
31	"C01"	"CYB"	6.33386657195372	"control"	"C01_31"	0.693147180559945	0	0
32	"C01"	"VDAC"	5.24296513708569	"control"	"C01_32"	0.828643424723796	0	0
32	"C01"	"CYB"	5.89637275977976	"control"	"C01_32"	0.687888623552524	0	0
33	"C01"	"VDAC"	5.69114909068608	"control"	"C01_33"	1.12743272712406	0	1
33	"C01"	"CYB"	6.78849313883785	"control"	"C01_33"	1.29256188341383	0	1
34	"C01"	"VDAC"	5.54929136660945	"control"	"C01_34"	1.03286091107297	0	0
34	"C01"	"CYB"	5.93859759368748	"control"	"C01_34"	1.09405647201048	0	0
35	"C01"	"VDAC"	5.62180243068328	"control"	"C01_35"	1.08120162045552	0	0
35	"C01"	"CYB"	7.14292699525218	"control"	"C01_35"	0.845909934949856	0	0
36	"C01"	"VDAC"	5.71337083689466	"control"	"C01_36"	1.14224722459644	0	0
36	"C01"	"CYB"	6.90357057224165	"control"	"C01_36"	0.783965854545819	0	0
37	"C01"	"VDAC"	5.64445422834189	"control"	"C01_37"	1.09630281889459	0	1
37	"C01"	"CYB"	6.70367924492603	"control"	"C01_37"	1.09282858257214	0	1
38	"C01"	"VDAC"	5.17235897712109	"control"	"C01_38"	0.781572651414062	0	0
38	"C01"	"CYB"	6.02301522247851	"control"	"C01_38"	0.730188452185749	0	0
39	"C01"	"VDAC"	5.492400789042	"control"	"C01_39"	0.994933859361335	0	0
39	"C01"	"CYB"	6.39899056602722	"control"	"C01_39"	0.897941593391144	0	0
40	"C01"	"VDAC"	5.66052354934736	"control"	"C01_40"	1.10701569956491	0	0
40	"C01"	"CYB"	6.9235447354022	"control"	"C01_40"	1.12772037284667	0	0
41	"C01"	"VDAC"	5.56983389009098	"control"	"C01_41"	1.04655592672732	0	1
41	"C01"	"CYB"	6.5738045130479	"control"	"C01_41"	0.924948794444856	0	1
42	"C01"	"VDAC"	5.26283866274264	"control"	"C01_42"	0.841892441828426	0	1
42	"C01"	"CYB"	6.07016917760642	"control"	"C01_42"	0.934982864760382	0	1
43	"C01"	"VDAC"	5.44641836066176	"control"	"C01_43"	0.964278907107843	0	1
43	"C01"	"CYB"	6.37259770617509	"control"	"C01_43"	0.919652079410417	0	1
44	"C01"	"VDAC"	4.98965193746285	"control"	"C01_44"	0.659767958308565	0	1
44	"C01"	"CYB"	5.38399307015966	"control"	"C01_44"	0.519875459394017	0	1
45	"C01"	"VDAC"	5.58999617862152	"control"	"C01_45"	1.05999745241435	0	0
45	"C01"	"CYB"	6.60898667547649	"control"	"C01_45"	1.00746011914523	0	0
46	"C01"	"VDAC"	5.37738401896628	"control"	"C01_46"	0.918256012644187	0	0
46	"C01"	"CYB"	6.31364897524246	"control"	"C01_46"	0.933840743543591	0	0
47	"C01"	"VDAC"	4.88470724388995	"control"	"C01_47"	0.589804829259969	0	0
47	"C01"	"CYB"	5.20249875791249	"control"	"C01_47"	0.494696241836107	0	0
48	"C01"	"VDAC"	5.41193805097862	"control"	"C01_48"	0.941292033985745	0	0
48	"C01"	"CYB"	6.59259906608733	"control"	"C01_48"	0.88151581768706	0	0
49	"C01"	"VDAC"	5.63288609526747	"control"	"C01_49"	1.08859073017831	0	0
49	"C01"	"CYB"	6.80770770498775	"control"	"C01_49"	1.05642421426325	0	0
50	"C01"	"VDAC"	4.89618505022577	"control"	"C01_50"	0.597456700150512	0	0
50	"C01"	"CYB"	5.74233862424688	"control"	"C01_50"	0.330479301231798	0	0
51	"C01"	"VDAC"	5.65036741324566	"control"	"C01_51"	1.10024494216377	0	1
51	"C01"	"CYB"	6.91356478621477	"control"	"C01_51"	1.05178098897031	0	1
52	"C01"	"VDAC"	5.46943991030902	"control"	"C01_52"	0.979626606872681	0	0
52	"C01"	"CYB"	6.8161034810629	"control"	"C01_52"	0.746961333337407	0	0
53	"C01"	"VDAC"	5.55752964598574	"control"	"C01_53"	1.03835309732383	0	0
53	"C01"	"CYB"	6.71259248533977	"control"	"C01_53"	1.20791240230905	0	0
54	"C01"	"VDAC"	5.19073577020168	"control"	"C01_54"	0.79382384680112	0	0
54	"C01"	"CYB"	6.01759569908641	"control"	"C01_54"	0.766698700601474	0	0
55	"C01"	"VDAC"	5.84753105911208	"control"	"C01_55"	1.23168737274139	0	0
55	"C01"	"CYB"	6.93577695076859	"control"	"C01_55"	0.966123105516475	0	0
56	"C01"	"VDAC"	5.89849955980461	"control"	"C01_56"	1.26566637320307	0	0
56	"C01"	"CYB"	7.05127612726773	"control"	"C01_56"	1.05784768451488	0	0
57	"C01"	"VDAC"	5.32578318420788	"control"	"C01_57"	0.883855456138584	0	1
57	"C01"	"CYB"	6.40341010239876	"control"	"C01_57"	0.810930216216329	0	1
58	"C01"	"VDAC"	5.60176094495516	"control"	"C01_58"	1.06784062997011	0	0
58	"C01"	"CYB"	6.79064334793179	"control"	"C01_58"	0.939788702969328	0	0
59	"C01"	"VDAC"	5.31320310603085	"control"	"C01_59"	0.8754687373539	0	0
59	"C01"	"CYB"	6.20534056634024	"control"	"C01_59"	0.598313077862929	0	0
60	"C01"	"VDAC"	6.42592163492003	"control"	"C01_60"	1.61728108994669	0	0
60	"C01"	"CYB"	7.73631770302481	"control"	"C01_60"	1.14100784768611	0	0
61	"C01"	"VDAC"	5.13993377522053	"control"	"C01_61"	0.759955850147022	0	1
61	"C01"	"CYB"	6.22705561362836	"control"	"C01_61"	0.601829021776154	0	1
62	"C01"	"VDAC"	5.52594839934464	"control"	"C01_62"	1.01729893289642	0	0
62	"C01"	"CYB"	6.44532630722959	"control"	"C01_62"	1.06273834966651	0	0
